Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,SCAPL,SCAPD,SCATO,SCASh,SCAFld,SCADef,GCA,GCA90,GCAPL,GCAPD,GCATO,GCASh,GCAFld,GCADef
2256,Rodri,ESP,MF,Manchester City,Premier League,26,1996,32.3,92,2.848297214,80,0,4,6,1,1,10,0.309597523,10,0,0,0,0,0
2257,Rodri,ESP,"FW,MF",Betis,La Liga,22,2000,17.8,58,3.258426966,49,1,3,3,2,0,8,0.449438202,6,0,0,1,1,0
2258,Rodrigo,ESP,"FW,MF",Leeds United,Premier League,31,1991,21.5,45,2.093023256,30,0,4,8,2,1,4,0.186046512,2,0,0,2,0,0
2259,Ángel Rodríguez,ESP,"FW,MF",Mallorca,La Liga,35,1987,4.4,5,1.136363636,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2260,Óscar Rodríguez Arnaiz,ESP,MF,Celta Vigo,La Liga,24,1998,19.7,58,2.944162437,39,11,2,6,0,0,2,0.101522843,2,0,0,0,0,0
2261,Dani Rodríguez,ESP,MF,Mallorca,La Liga,34,1988,23.3,54,2.317596567,39,4,4,3,3,1,10,0.429184549,8,1,0,0,0,1
2262,Guido Rodríguez,ARG,MF,Betis,La Liga,28,1994,31.9,37,1.159874608,32,1,0,2,2,0,2,0.062695925,2,0,0,0,0,0
2263,Miguel Rodríguez,ESP,"MF,FW",Celta Vigo,La Liga,19,2003,2.8,7,2.5,7,0,0,0,0,0,2,0.714285714,2,0,0,0,0,0
2264,Pablo Rodríguez,ESP,"FW,MF",Lecce,Serie A,20,2001,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2265,Ricardo Rodríguez,SUI,DF,Torino,Serie A,29,1992,29.7,57,1.919191919,46,8,1,2,0,0,2,0.067340067,2,0,0,0,0,0
2266,Rodrygo,BRA,"FW,MF",Real Madrid,La Liga,21,2001,26.4,133,5.037878788,78,5,25,9,15,1,21,0.795454545,12,0,6,0,3,0
2267,Mads Roerslev,DEN,DF,Brentford,Premier League,23,1999,12.3,13,1.056910569,13,0,0,0,0,0,1,0.081300813,1,0,0,0,0,0
2268,Agustín Rogel,URU,DF,Hertha BSC,Bundesliga,24,1997,15.8,7,0.443037975,5,1,0,0,1,0,1,0.063291139,0,1,0,0,0,0
2269,Rogério,BRA,DF,Sassuolo,Serie A,24,1998,33.3,74,2.222222222,62,6,1,1,4,0,6,0.18018018,5,0,0,0,1,0
2270,Merlin Röhl,GER,"MF,FW",Freiburg,Bundesliga,20,2002,0.6,2,3.333333333,2,0,0,0,0,0,1,1.666666667,1,0,0,0,0,0
2271,Tony Rölke,GER,FW,Hertha BSC,Bundesliga,19,2003,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,Filippo Romagna,ITA,DF,Sassuolo,Serie A,25,1997,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,Alessio Romagnoli,ITA,DF,Lazio,Serie A,27,1995,32.5,14,0.430769231,11,3,0,0,0,0,3,0.092307692,3,0,0,0,0,0
2274,Simone Romagnoli,ITA,DF,Lecce,Serie A,32,1990,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2275,Leonardo Román,ESP,GK,Mallorca,La Liga,22,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2276,Cristian Romero,ARG,DF,Tottenham,Premier League,24,1998,26.3,24,0.912547529,22,0,0,0,1,1,4,0.152091255,3,0,0,0,1,0
2277,Iván Romero,ESP,MF,Sevilla,La Liga,21,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2278,Luka Romero,ARG,FW,Lazio,Serie A,17,2004,1.7,4,2.352941176,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2279,Oriol Romeu,ESP,MF,"Southampton,Girona","Premier League,La Liga",30,1991,33.6,59,1.755952381,51,0,0,4,3,1,3,0.089285714,3,0,0,0,0,0
2281,Cristiano Ronaldo,POR,FW,Manchester Utd,Premier League,37,1985,5.8,10,1.724137931,9,0,0,0,1,0,0,0,0,0,0,0,0,0
2282,Connor Ronan,IRL,MF,Wolves,Premier League,24,1998,0,1,,1,0,0,0,0,0,0,,0,0,0,0,0,0
2283,Salomón Rondón,VEN,FW,Everton,Premier League,32,1989,1.2,4,3.333333333,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2284,Valentin Rongier,FRA,MF,Marseille,Ligue 1,27,1994,33.7,72,2.136498516,64,0,3,1,1,3,5,0.148367953,4,0,0,0,0,1
2285,Marten de Roon,NED,MF,Atalanta,Serie A,31,1991,32.9,51,1.550151976,45,0,1,1,3,1,2,0.060790274,2,0,0,0,0,0
2286,Pablo Rosario,NED,"MF,DF",Nice,Ligue 1,25,1997,19.6,42,2.142857143,34,3,3,1,1,0,2,0.102040816,1,0,0,1,0,0
2287,Francesco Rossi,ITA,GK,Atalanta,Serie A,31,1991,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
2288,Tom Rothe,GER,DF,Dortmund,Bundesliga,17,2004,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2289,Joe Rothwell,ENG,MF,Bournemouth,Premier League,27,1995,11.3,24,2.123893805,16,6,1,1,0,0,2,0.17699115,1,1,0,0,0,0
2290,Anthony Rouault,FRA,DF,Toulouse,Ligue 1,21,2001,36.8,13,0.35326087,10,0,0,2,0,1,1,0.027173913,0,0,0,1,0,0
2291,Jérôme Roussillon,FRA,"MF,DF","Wolfsburg,Union Berlin",Bundesliga,29,1993,10.8,22,2.037037037,16,1,4,0,1,0,4,0.37037037,3,0,0,0,1,0
2293,Nicolò Rovella,ITA,MF,"Monza,Juventus",Serie A,20,2001,19.6,53,2.704081633,41,5,1,1,2,3,7,0.357142857,5,1,0,0,0,1
2295,Amir Rrahmani,KVX,DF,Napoli,Serie A,28,1994,27.2,26,0.955882353,23,0,1,1,0,1,4,0.147058824,4,0,0,0,0,0
2296,Ruan,BRA,DF,Sassuolo,Serie A,23,1999,19,6,0.315789474,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2297,Rubén,ESP,"DF,MF",Espanyol,La Liga,21,2001,9.9,19,1.919191919,15,0,3,0,0,1,4,0.404040404,3,0,1,0,0,0
2298,Antonio Rüdiger,GER,DF,Real Madrid,La Liga,29,1993,26.8,18,0.671641791,16,0,0,1,1,0,1,0.037313433,0,0,0,1,0,0
2299,Sebastian Rudy,GER,MF,Hoffenheim,Bundesliga,32,1990,8.8,23,2.613636364,11,12,0,0,0,0,2,0.227272727,2,0,0,0,0,0
2300,Daniele Rugani,ITA,DF,Juventus,Serie A,28,1994,6.3,1,0.158730159,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2301,Matteo Ruggeri,ITA,"DF,MF",Atalanta,Serie A,20,2002,9.2,17,1.847826087,17,0,0,0,0,0,1,0.108695652,1,0,0,0,0,0
2302,Mário Rui,POR,DF,Napoli,Serie A,31,1991,19.4,87,4.484536082,63,21,1,0,1,1,13,0.670103093,11,1,0,0,0,1
2303,Aitor Ruibal,ESP,"DF,FW",Betis,La Liga,26,1996,16.2,37,2.283950617,26,0,5,4,1,1,1,0.061728395,1,0,0,0,0,0
2304,Kays Ruiz,MAR,MF,Auxerre,Ligue 1,19,2002,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2305,Fabián Ruiz Peña,ESP,MF,Paris S-G,Ligue 1,26,1996,21,41,1.952380952,37,0,1,2,0,1,6,0.285714286,6,0,0,0,0,0
2306,Víctor Ruiz,ESP,DF,Betis,La Liga,33,1989,6.2,4,0.64516129,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2307,Gerónimo Rulli,ARG,GK,Villarreal,La Liga,30,1992,14,1,0.071428571,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,Alessandro Russo,ITA,GK,Sassuolo,Serie A,21,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2309,Franco Russo,ARG,DF,Mallorca,La Liga,27,1994,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310,Georginio Rutter,FRA,"FW,MF","Leeds United,Hoffenheim","Premier League,Bundesliga",20,2002,14.2,43,3.028169014,27,0,9,2,5,0,5,0.352112676,3,0,2,0,0,0
2312,Julian Ryerson,NOR,DF,"Union Berlin,Dortmund",Bundesliga,24,1997,27.2,55,2.022058824,41,4,7,2,1,0,0,0,0,0,0,0,0,0
2314,Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,29,1992,29,7,0.24137931,7,0,0,0,0,0,1,0.034482759,1,0,0,0,0,0
2315,José Sá,POR,GK,Wolves,Premier League,29,1993,36,1,0.027777778,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2316,Youssouf Sabaly,SEN,DF,Betis,La Liga,29,1993,18.7,33,1.764705882,19,2,7,1,3,1,2,0.106951872,0,0,1,1,0,0
2317,Halid Šabanović,BIH,DF,Angers,Ligue 1,22,1999,7.1,3,0.422535211,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2318,Abdelhamid Sabiri,MAR,"MF,FW",Sampdoria,Serie A,25,1996,11.9,41,3.445378151,22,7,3,4,5,0,0,0,0,0,0,0,0,0
2319,Marcel Sabitzer,AUT,MF,"Manchester Utd,Bayern Munich","Premier League,Bundesliga",28,1994,7,31,4.428571429,25,1,0,1,2,2,4,0.571428571,4,0,0,0,0,0
2321,Falaye Sacko,MLI,DF,Montpellier,Ligue 1,27,1995,28.7,38,1.324041812,33,2,2,0,0,1,7,0.243902439,6,0,0,0,0,1
2322,Umar Sadiq,NGA,FW,"Almería,Real Sociedad",La Liga,25,1997,3.6,7,1.944444444,4,0,1,0,1,0,0,0,0,0,0,0,0,0
2324,Alexis Saelemaekers,BEL,"FW,DF",Milan,Serie A,23,1999,15.6,63,4.038461538,42,5,7,7,2,0,6,0.384615385,5,0,1,0,0,0
2325,Wesley Saïd,FRA,"FW,MF",Lens,Ligue 1,27,1995,7.2,23,3.194444444,11,0,9,3,0,0,3,0.416666667,0,0,2,1,0,0
2326,Allan Saint-Maximin,FRA,FW,Newcastle Utd,Premier League,25,1997,12.4,65,5.241935484,49,0,10,3,3,0,10,0.806451613,7,0,2,0,1,0
2327,Théo Sainte-Luce,FRA,DF,Montpellier,Ligue 1,23,1998,5.9,11,1.86440678,7,4,0,0,0,0,1,0.169491525,1,0,0,0,0,0
2328,Samuel Sáiz,ESP,MF,Girona,La Liga,31,1991,2.7,6,2.222222222,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2329,Bukayo Saka,ENG,FW,Arsenal,Premier League,20,2001,35.3,161,4.560906516,106,27,8,11,7,2,28,0.793201133,20,4,2,1,0,1
2330,Hamza Sakhi,MAR,MF,Auxerre,Ligue 1,26,1996,18.4,71,3.858695652,57,8,1,3,2,0,3,0.163043478,3,0,0,0,0,0
2331,Mamadou Sakho,FRA,DF,Montpellier,Ligue 1,32,1990,8.5,4,0.470588235,2,0,0,1,0,1,0,0,0,0,0,0,0,0
2332,Jacopo Sala,ITA,MF,Spezia,Serie A,30,1991,1.2,2,1.666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2333,Ibrahim Salah,MAR,"FW,MF",Rennes,Ligue 1,20,2001,2.5,12,4.8,9,0,3,0,0,0,0,0,0,0,0,0,0,0
2334,Mohamed Salah,EGY,FW,Liverpool,Premier League,30,1992,36.6,140,3.825136612,106,2,12,12,6,2,24,0.655737705,17,1,0,2,3,1
2335,Amine Salama,FRA,"FW,MF",Angers,Ligue 1,22,2000,13.9,27,1.942446043,18,0,4,3,2,0,1,0.071942446,1,0,0,0,0,0
2336,Kike Salas,ESP,DF,Sevilla,La Liga,20,2002,4.1,1,0.243902439,0,0,0,1,0,0,1,0.243902439,0,0,0,1,0,0
2337,William Saliba,FRA,DF,Arsenal,Premier League,21,2001,26.8,14,0.52238806,11,2,1,0,0,0,2,0.074626866,2,0,0,0,0,0
2338,Dikeni Salifou,TOG,MF,Werder Bremen,Bundesliga,19,2003,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
2339,Mohammed Salisu,GHA,DF,Southampton,Premier League,23,1999,21.9,25,1.141552511,16,5,1,3,0,0,3,0.136986301,1,1,0,1,0,0
2340,Roland Sallai,HUN,"MF,FW",Freiburg,Bundesliga,25,1997,11.1,39,3.513513514,23,1,4,2,8,1,5,0.45045045,3,0,1,0,1,0
2341,Yoann Salmier,GUF,DF,Troyes,Ligue 1,29,1992,29.4,22,0.74829932,18,0,0,2,1,1,5,0.170068027,4,0,0,0,1,0
2342,Salvi,ESP,"FW,MF",Rayo Vallecano,La Liga,31,1991,5.4,19,3.518518519,15,0,0,3,0,1,1,0.185185185,0,0,0,0,0,1
2343,Lazar Samardzic,SRB,MF,Udinese,Serie A,20,2002,20.5,98,4.780487805,54,27,6,7,1,3,10,0.487804878,4,3,0,1,0,2
2344,Diadie Samassékou,MLI,"MF,FW",Hoffenheim,Bundesliga,26,1996,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2345,Mama Samba Baldé,GNB,FW,Troyes,Ligue 1,26,1995,29.6,64,2.162162162,35,0,12,7,8,2,9,0.304054054,3,0,3,1,2,0
2346,Brice Samba,FRA,GK,Lens,Ligue 1,28,1994,37,3,0.081081081,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2347,Albert Sambi Lokonga,BEL,MF,"Arsenal,Crystal Palace",Premier League,22,1999,8.2,10,1.219512195,8,0,0,0,1,0,0,0,0,0,0,0,0,0
2349,Junior Sambia,FRA,DF,Salernitana,Serie A,25,1996,7.7,22,2.857142857,17,0,4,1,0,0,1,0.12987013,1,0,0,0,0,0
2350,Samuel,BRA,"FW,MF",Valencia,La Liga,22,1999,32.1,99,3.08411215,63,1,16,7,11,1,14,0.436137072,8,0,1,3,2,0
2351,Fede San Emeterio,ESP,MF,Cádiz,La Liga,25,1997,20.5,18,0.87804878,15,0,0,2,0,1,2,0.097560976,1,0,0,1,0,0
2352,Antonio Sanabria,PAR,FW,Torino,Serie A,26,1996,27,50,1.851851852,41,0,5,2,1,1,5,0.185185185,5,0,0,0,0,0
2353,Leandro Sanca,GNB,"FW,MF",Spezia,Serie A,22,2000,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2354,Oihan Sancet,ESP,MF,Athletic Club,La Liga,22,2000,28.1,95,3.380782918,76,1,7,5,5,1,6,0.213523132,4,0,0,1,1,0
2355,Renato Sanches,POR,MF,Paris S-G,Ligue 1,24,1997,8,19,2.375,15,1,0,3,0,0,1,0.125,0,0,0,1,0,0
2356,Alexis Sánchez,CHI,"FW,MF",Marseille,Ligue 1,33,1988,29.8,116,3.89261745,87,2,5,10,11,1,11,0.369127517,5,0,1,3,2,0
2357,Antonio Sánchez,ESP,"MF,DF",Mallorca,La Liga,25,1997,12,18,1.5,12,0,1,3,2,0,0,0,0,0,0,0,0,0
2358,Davinson Sánchez,COL,DF,Tottenham,Premier League,26,1996,9.5,5,0.526315789,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2359,Iván Sánchez,ESP,"MF,FW",Valladolid,La Liga,29,1992,12.8,42,3.28125,31,4,4,2,1,0,2,0.15625,1,1,0,0,0,0
2360,Javi Sánchez,ESP,DF,Valladolid,La Liga,25,1997,26.6,16,0.601503759,14,0,1,0,1,0,3,0.112781955,3,0,0,0,0,0
2361,Manu Sánchez,ESP,DF,Osasuna,La Liga,21,2000,23.6,61,2.584745763,55,1,2,0,1,2,4,0.169491525,3,0,0,0,1,0
2362,Robert Sánchez,ESP,GK,Brighton,Premier League,24,1997,23,2,0.086956522,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2363,Jadon Sancho,ENG,"FW,MF",Manchester Utd,Premier League,22,2000,18.7,87,4.652406417,80,1,4,2,0,0,9,0.481283422,7,0,2,0,0,0
2364,Alex Sandro,BRA,DF,Juventus,Serie A,31,1991,19.9,36,1.809045226,32,0,2,0,1,1,3,0.150753769,3,0,0,0,0,0
2365,Leroy Sané,GER,"MF,FW",Bayern Munich,Bundesliga,26,1996,22.3,93,4.170403587,72,1,7,7,4,2,15,0.67264574,13,0,0,2,0,0
2366,Sidi Sané,GER,FW,Schalke 04,Bundesliga,19,2003,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2367,Morgan Sanson,FRA,MF,"Aston Villa,Strasbourg","Premier League,Ligue 1",27,1994,15.9,48,3.018867925,34,3,1,6,2,2,5,0.314465409,3,0,0,1,0,1
2369,Nicola Sansone,ITA,FW,Bologna,Serie A,30,1991,8.2,31,3.780487805,19,3,3,2,4,0,7,0.853658537,3,1,0,1,2,0
2370,Baptiste Santamaria,FRA,MF,Rennes,Ligue 1,27,1995,20.1,37,1.84079602,35,0,0,2,0,0,1,0.049751244,1,0,0,0,0,0
2371,Riccardo Saponara,ITA,FW,Fiorentina,Serie A,30,1991,13.4,49,3.656716418,36,0,4,5,3,1,5,0.373134328,4,0,0,1,0,0
2372,Pablo Sarabia,ESP,"FW,MF","Wolves,Paris S-G","Premier League,Ligue 1",30,1992,12.6,50,3.968253968,33,11,0,5,1,0,1,0.079365079,1,0,0,0,0,0
2374,Jeremy Sarmiento,ECU,MF,Brighton,Premier League,20,2002,2,10,5,6,0,1,2,1,0,2,1,2,0,0,0,0,0
2375,Amin Sarr,SWE,FW,Lyon,Ligue 1,21,2001,6,9,1.5,7,0,0,0,2,0,2,0.333333333,2,0,0,0,0,0
2376,Bouna Sarr,SEN,FW,Bayern Munich,Bundesliga,30,1992,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
2377,Malang Sarr,FRA,DF,Monaco,Ligue 1,23,1999,8,8,1,8,0,0,0,0,0,1,0.125,1,0,0,0,0,0
2378,Mamadou Sarr,FRA,MF,Lyon,Ligue 1,16,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2379,Mouhamadou Sarr,SEN,GK,Cremonese,Serie A,25,1997,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2380,Martin Satriano,URU,FW,Empoli,Serie A,21,2001,18.9,32,1.693121693,19,0,4,5,4,0,3,0.158730159,2,0,0,1,0,0
2381,Téji Savanier,FRA,MF,Montpellier,Ligue 1,30,1991,28.3,130,4.593639576,63,41,11,1,14,0,11,0.38869258,6,4,0,0,1,0
2382,Esteban Saveljich,MNE,FW,Rayo Vallecano,La Liga,31,1991,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
2383,Stefan Savić,MNE,DF,Atlético Madrid,La Liga,31,1991,21.6,11,0.509259259,11,0,0,0,0,0,1,0.046296296,1,0,0,0,0,0
2384,Joe Scally,USA,DF,M'Gladbach,Bundesliga,19,2002,24.5,35,1.428571429,26,4,1,1,3,0,3,0.12244898,2,1,0,0,0,0
2385,Giorgio Scalvini,ITA,DF,Atalanta,Serie A,18,2003,25.9,33,1.274131274,29,1,2,0,0,1,5,0.193050193,5,0,0,0,0,0
2386,Gianluca Scamacca,ITA,FW,West Ham,Premier League,23,1999,10.3,24,2.330097087,20,0,1,2,0,1,1,0.097087379,1,0,0,0,0,0
2387,Gustavo Scarpa,BRA,"MF,FW",Nott'ham Forest,Premier League,28,1994,2,10,5,3,1,1,1,3,1,0,0,0,0,0,0,0,0
2388,Kevin Schade,GER,FW,"Brentford,Freiburg","Premier League,Bundesliga",20,2001,10.1,28,2.772277228,15,0,6,2,5,0,4,0.396039604,3,0,1,0,0,0
2390,András Schäfer,HUN,MF,Union Berlin,Bundesliga,23,1999,9.6,10,1.041666667,8,0,0,0,2,0,2,0.208333333,1,0,0,0,1,0
2391,Fabian Schär,SUI,DF,Newcastle Utd,Premier League,30,1991,35.6,59,1.657303371,43,0,2,9,2,3,8,0.224719101,5,0,0,0,1,2
2392,Derry Scherhant,GER,"FW,MF",Hertha BSC,Bundesliga,19,2002,3.2,4,1.25,1,0,2,1,0,0,1,0.3125,0,0,1,0,0,0
2393,Patrik Schick,CZE,FW,Leverkusen,Bundesliga,26,1996,10.5,28,2.666666667,21,0,1,3,3,0,2,0.19047619,2,0,0,0,0,0
2394,Kingsley Schindler,GHA,"DF,MF",Köln,Bundesliga,29,1993,12.1,27,2.231404959,20,2,0,3,2,0,4,0.330578512,2,1,0,1,0,0
2395,Xaver Schlager,AUT,MF,RB Leipzig,Bundesliga,24,1997,16.7,30,1.796407186,26,0,0,0,2,2,6,0.359281437,6,0,0,0,0,0
2396,Keven Schlotterbeck,GER,DF,"Freiburg,Bochum",Bundesliga,25,1997,8.4,5,0.595238095,4,0,0,1,0,0,0,0,0,0,0,0,0,0
2398,Nico Schlotterbeck,GER,DF,Dortmund,Bundesliga,22,1999,25,32,1.28,24,0,2,3,1,2,7,0.28,5,0,0,0,0,2
2399,Jeffrey Schlupp,GHA,"MF,FW",Crystal Palace,Premier League,29,1992,28.1,44,1.565836299,34,0,3,5,1,1,5,0.177935943,2,0,0,1,1,1
2400,Kasper Schmeichel,DEN,GK,Nice,Ligue 1,35,1986,36,10,0.277777778,7,3,0,0,0,0,1,0.027777778,0,1,0,0,0,0
2401,Jonathan Schmid,FRA,DF,Freiburg,Bundesliga,32,1990,0.5,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2402,Romano Schmid,AUT,"MF,FW",Werder Bremen,Bundesliga,22,2000,16.9,49,2.899408284,43,0,3,1,2,0,3,0.177514793,3,0,0,0,0,0
2403,Kenneth Schmidt,GER,DF,Freiburg,Bundesliga,20,2002,2.8,3,1.071428571,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,Niklas Schmidt,GER,MF,Werder Bremen,Bundesliga,24,1998,12.1,50,4.132231405,39,1,4,3,3,0,3,0.247933884,1,0,0,1,1,0
2405,Benno Schmitz,GER,DF,Köln,Bundesliga,27,1994,26.9,52,1.933085502,42,9,0,0,1,0,4,0.148698885,4,0,0,0,0,0
2406,Jerdy Schouten,NED,MF,Bologna,Serie A,25,1997,27.9,56,2.007168459,53,0,0,2,0,1,6,0.215053763,6,0,0,0,0,0
2407,Perr Schuurs,NED,DF,Torino,Serie A,22,1999,25.8,20,0.775193798,14,0,3,1,1,1,2,0.07751938,2,0,0,0,0,0
2408,Marvin Schwäbe,GER,GK,Köln,Bundesliga,27,1995,34,4,0.117647059,4,0,0,0,0,0,1,0.029411765,1,0,0,0,0,0
2409,Alexander Schwolow,GER,GK,Schalke 04,Bundesliga,30,1992,22.6,10,0.442477876,4,5,0,1,0,0,0,0,0,0,0,0,0,0
2410,Manuel Sebastián,ESP,MF,Sevilla,La Liga,18,2004,1.7,2,1.176470588,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2411,Demba Seck,SEN,"MF,FW",Torino,Serie A,21,2001,5.8,14,2.413793103,12,0,1,0,1,0,1,0.172413793,1,0,0,0,0,0
2412,Haris Seferović,SUI,FW,Celta Vigo,La Liga,30,1992,9.9,17,1.717171717,12,0,2,1,2,0,3,0.303030303,2,0,1,0,0,0
2413,Telasco Segovia,VEN,MF,Sampdoria,Serie A,19,2003,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
2414,Jacopo Segre,ITA,DF,Torino,Serie A,25,1997,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2415,Paul Seguin,GER,MF,Union Berlin,Bundesliga,27,1995,7.7,21,2.727272727,19,0,0,1,0,1,3,0.38961039,3,0,0,0,0,0
2416,Alidu Seidu,GHA,DF,Clermont Foot,Ligue 1,22,2000,27.3,23,0.842490842,15,0,1,1,4,2,1,0.036630037,1,0,0,0,0,0
2417,Davie Selke,GER,FW,"Hertha BSC,Köln",Bundesliga,27,1995,12.8,30,2.34375,19,0,3,5,3,0,4,0.3125,1,0,1,1,1,0
2419,Matz Sels,BEL,GK,Strasbourg,Ligue 1,30,1992,38,4,0.105263158,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2420,Nélson Semedo,POR,DF,Wolves,Premier League,28,1993,29.2,35,1.198630137,28,0,0,4,3,0,3,0.102739726,3,0,0,0,0,0
2421,Vivaldo Semedo,POR,"FW,MF",Udinese,Serie A,17,2005,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2422,Antoine Semenyo,GHA,"FW,MF",Bournemouth,Premier League,22,2000,2.9,7,2.413793103,3,0,2,1,1,0,0,0,0,0,0,0,0,0
2423,Marvin Senaya,TOG,DF,Strasbourg,Ligue 1,21,2001,0.1,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2424,Marcos Senesi,ARG,DF,Bournemouth,Premier League,25,1997,27.7,16,0.577617329,14,1,0,1,0,0,3,0.108303249,3,0,0,0,0,0
2425,Stefano Sensi,ITA,MF,Monza,Serie A,26,1995,18,63,3.5,38,18,0,2,4,1,8,0.444444444,7,0,0,0,1,0
2426,Jaime Seoane,ESP,"MF,FW",Getafe,La Liga,25,1997,3.6,10,2.777777778,7,1,0,0,1,1,0,0,0,0,0,0,0,0
2427,Luigi Sepe,ITA,GK,Salernitana,Serie A,31,1991,17,1,0.058823529,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2428,Suat Serdar,GER,MF,Hertha BSC,Bundesliga,25,1997,22.5,41,1.822222222,29,1,4,2,4,1,4,0.177777778,4,0,0,0,0,0
2429,Leonardo Sernicola,ITA,DF,Cremonese,Serie A,25,1997,25.7,55,2.140077821,40,5,1,3,5,1,4,0.155642023,3,0,0,0,1,0
2430,Ryan Sessegnon,ENG,DF,Tottenham,Premier League,22,2000,9,23,2.555555556,16,0,0,5,1,1,2,0.222222222,1,0,0,1,0,0
2431,Stephan El Shaarawy,ITA,"DF,MF",Roma,Serie A,29,1992,16.9,72,4.26035503,49,8,9,4,2,0,7,0.414201183,4,0,1,1,1,0
2432,Eniss Shabani,GER,MF,Mainz 05,Bundesliga,19,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2433,Luke Shaw,ENG,DF,Manchester Utd,Premier League,27,1995,28.4,67,2.35915493,50,9,3,1,4,0,7,0.246478873,6,0,0,0,1,0
2434,Jonjo Shelvey,ENG,MF,"Newcastle Utd,Nott'ham Forest",Premier League,30,1992,6.4,16,2.5,11,4,0,1,0,0,0,0,0,0,0,0,0,0
2436,Eldor Shomurodov,UZB,FW,"Spezia,Roma",Serie A,27,1995,10.3,21,2.038834951,18,0,3,0,0,0,1,0.097087379,1,0,0,0,0,0
2438,Kaj Sierhuis,NED,"FW,MF",Reims,Ligue 1,24,1998,2.4,4,1.666666667,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2439,Vincent Sierro,SUI,MF,Toulouse,Ligue 1,26,1995,7.4,14,1.891891892,8,4,0,2,0,0,0,0,0,0,0,0,0,0
2440,Kiliann Sildillia,FRA,"DF,MF",Freiburg,Bundesliga,20,2002,22,28,1.272727273,16,8,1,1,2,0,5,0.227272727,2,1,1,1,0,0
2441,André Silva,POR,FW,RB Leipzig,Bundesliga,26,1995,19.3,63,3.264248705,46,0,4,7,6,0,10,0.518134715,7,0,0,3,0,0
2442,Bernardo Silva,POR,"MF,FW",Manchester City,Premier League,27,1994,24.5,75,3.06122449,65,1,4,1,3,1,12,0.489795918,11,0,0,0,1,0
2443,Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,25,1997,32.2,96,2.98136646,63,28,2,1,1,1,14,0.434782609,7,6,0,0,1,0
2444,David Silva,ESP,MF,Real Sociedad,La Liga,36,1986,21.5,77,3.581395349,67,0,3,4,1,2,14,0.651162791,13,0,0,0,0,1
2445,Rui Silva,POR,GK,Betis,La Liga,28,1994,26,1,0.038461538,1,0,0,0,0,0,0,0,0,0,0,0,0,0
